ROL3,Language,Status,NbrPGICs,NbrCountries,JPScale,LeastReached,JPPopulation,BibleStatus,TranslationNeedQuestionable,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical
quw,"Quichua, Tena Lowland",L,1,1,2,N,46100,3,N,,1972,1946-1964,N,N,,1,Christianity,90,2
qui,Quileute,N,,,,N,,1,N,,,,N,Y,,,,,
qun,Quinault,N,,,,N,,1,N,,,,N,Y,,,,,
quq,Quinqui,L,,,,N,,1,N,,,,N,N,,,,,
rah,Rabha,L,38,,3,N,100000,3,N,,2000,1909-1986,Y,Y,,5,Hinduism,7.62,
rad,Rade,L,2,2,5,N,208000,4,N,2015,1964,1937-1966,N,Y,,1,Christianity,77.23,46.58
raz,Rahambuu,L,1,1,1,Y,7150,0,Y,,,,N,N,,6,Islam,0,0
rjs,Rajbanshi,L,42,,1,Y,2943000,3,Y,,2009,2005,Y,Y,,5,Hinduism,0.43,
rji,Raji,L,1,,1,Y,3760,1,N,,,,N,Y,,5,Hinduism,2.44,
rjg,Rajong,L,1,1,3,N,6620,1,N,,,,N,N,,6,Islam,8,1
rkh,Rakahanga-Manihiki,L,2,2,4,N,5840,0,Y,,,,N,N,,1,Christianity,96.33,8
rki,Rakhine,L,3,2,1,Y,2902000,1,N,,,,Y,Y,,2,Buddhism,0.09,0.04
ral,Ralte,L,1,,3,N,2210,0,Y,,,,N,Y,,1,Christianity,98.64,
rma,Rama,N,1,1,2,N,1080,0,Y,,,,N,N,,1,Christianity,85,1.5
rai,Ramoaaina,L,1,1,5,N,15400,3,N,,2007,1882-2002,N,Y,1186,1,Christianity,99,19
kjx,Ramopa,L,1,1,5,N,2470,1,N,,,,N,N,,1,Christianity,90,14
lje,Rampi,L,1,1,4,N,11200,2,N,,,2011,Y,Y,,1,Christianity,85,5
rax,Rang,L,1,1,,N,,1,N,,,,N,N,,,,,
rgk,Rangkas,N,,,,N,,1,N,,,,N,N,,,,,
rnl,Ranglong,L,,,,N,,3,N,,2003,1994-1998,N,Y,,,,,
rkt,Rangpuri,L,,,,N,,2,N,,,2008,Y,N,,,,,
rao,Rao,L,2,2,4,N,25200,3,N,,2000,1991-1995,Y,Y,,4,Ethnic Religions,34.4,2.94
ray,Rapa,L,1,1,4,N,330,2,N,,,2008,N,N,,1,Christianity,100,6
rap,Rapa Nui,L,2,2,4,N,9070,2,N,,,2003,N,N,,1,Christianity,85.18,8.69
kyx,Rapoisi,L,1,1,5,N,5680,2,N,,,1994-2003,N,N,,1,Christianity,95,18
rpt,Rapting,L,1,1,5,N,830,1,N,,,,N,N,,1,Christianity,100,17
rac,Rasawa,L,1,1,4,N,330,0,Y,,,,N,N,,1,Christianity,75,4
btn,Ratagnon,N,1,1,4,N,2110,0,Y,,,,N,N,,1,Christianity,55,3.5
rth,Ratahan,N,1,1,4,N,44600,2,Y,,,1994,N,N,,1,Christianity,90,7
rtw,Rathawi,L,1,,1,Y,468000,1,N,,,,N,N,,5,Hinduism,0.52,
rau,Raute,L,2,,1,Y,420,1,N,,,,N,Y,,5,Hinduism,0,
yea,Ravula,L,2,,1,Y,25800,2,N,,,2011,Y,Y,,5,Hinduism,0.66,
rwo,Rawa,L,2,1,4,N,17500,3,N,,1992-2001,1978,Y,Y,1314,1,Christianity,97.43,8.6
raw,Rawang,L,1,1,5,N,158000,4,N,1986,1974-1981,1952-1963,Y,Y,,1,Christianity,80,45
jnl,Rawat,L,18,,1,Y,6140,1,N,,,,N,Y,,5,Hinduism,0.21,
rwa,Rawo,L,1,1,5,N,880,1,N,,,,N,Y,,1,Christianity,100,24
rat,Razajerdi,L,,,,N,,1,N,,,,N,Y,,,,,
rzh,Razihi,L,1,1,1,Y,65700,1,N,,,,N,N,,6,Islam,0,0
atu,Reel,L,1,1,4,N,86900,1,N,,,,N,Y,,4,Ethnic Religions,14,8
rej,Rejang,L,1,1,1,Y,436000,1,N,,,,Y,Y,,6,Islam,0.04,0.01
rei,Reli,L,,,,N,,1,N,,,,N,Y,,,,,
bow,Rema,N,,,,N,,0,Y,,,,N,N,,,,,
rmb,Rembarunga,L,1,1,5,N,40,0,Y,,,,N,Y,,4,Ethnic Religions,40,25
reb,Rembong,L,1,1,4,N,5520,1,N,,,,N,N,,6,Islam,10,3
rmp,Rempi,L,1,1,5,N,2190,0,Y,,,,N,N,,1,Christianity,96,15
lkj,Remun,L,1,1,3,N,4590,1,N,,,,N,N,,4,Ethnic Religions,18,2
rel,Rendille,L,1,1,4,N,69900,2,N,,,1993-2004,Y,Y,,4,Ethnic Religions,15,4.2
ren,Rengao,L,1,1,3,N,19100,2,N,,,1977,N,Y,,4,Ethnic Religions,25,1.12
mnv,Rennell-Bellona,L,1,1,5,N,6460,3,N,,1994,1942-1996,N,Y,,1,Christianity,99,31
rpn,Repanbitip,L,1,1,5,N,190,1,N,,,,N,N,,1,Christianity,90,41
rea,Rerau,L,1,1,5,N,880,0,Y,,,,N,N,,1,Christianity,100,18
pgk,Rerep,L,1,1,5,N,810,2,N,,,1892-1913,N,N,,1,Christianity,100,45
res,Reshe,L,1,1,4,N,83500,2,N,,,1970-2009,Y,Y,,6,Islam,18,3
rgr,Resigaro,N,,,,N,,0,Y,,,,N,N,,,,,
ret,Reta,L,1,1,1,Y,850,1,N,,,,N,N,,6,Islam,0,0
rcf,Reunion Creole French,L,5,3,4,N,618000,1,N,,,,Y,Y,,1,Christianity,94.94,5.93
rey,Reyesano,N,1,1,2,N,5380,0,Y,,,,N,Y,,1,Christianity,90,2
ria,Riang,L,2,,3,N,7750,4,N,Yes,1990,1959-1982,Y,Y,1059,5,Hinduism,17.63,
yin,Riang Lai,L,1,1,5,N,13200,1,N,,,,N,Y,,4,Ethnic Religions,22,15
ril,Riang Lang,L,2,2,1,Y,16600,2,N,,,1950,N,Y,,4,Ethnic Religions,0,0
ran,Riantana,L,1,1,4,N,2110,1,N,,,,N,N,,1,Christianity,65,3
rir,Ribun,L,1,1,4,N,80600,0,Y,,,,N,Y,,1,Christianity,50,3
rie,Rien,L,1,1,1,Y,7040,0,Y,,,,N,N,,2,Buddhism,0,0
nmw,Rifao,L,1,1,5,N,1640,2,N,,,1979-1984,N,N,,1,Christianity,95,14
rkb,Rikbaktsa,N,1,1,4,N,1380,3,N,,2000,1977-1993,Y,N,669,1,Christianity,80,5
rgu,Rikou,L,1,1,4,N,13000,2,N,,,2004,N,Y,,1,Christianity,80,5
rri,Ririo,N,1,1,5,N,120,0,Y,,,,N,N,,1,Christianity,86,15
rit,Ritarungo,L,1,1,5,N,40,1,N,,,,N,Y,,4,Ethnic Religions,45,35
riu,Riung,L,1,1,3,N,24400,1,N,,,,N,N,,6,Islam,10,2
roc,"Roglai, Cacgia",L,1,1,3,N,3500,1,N,,,,N,N,,4,Ethnic Religions,29,0.2
rog,"Roglai, Northern",L,1,1,4,N,61800,2,N,,,1966-1973,Y,Y,,4,Ethnic Religions,28,8.62
rgs,"Roglai, Southern",L,1,1,4,N,49900,1,N,,,,N,Y,,4,Ethnic Religions,30,8.62
rod,Rogo,L,1,1,1,Y,180,1,N,,,,N,N,,6,Islam,0,0
rhg,Rohingya,L,6,5,1,Y,1974000,1,N,,,,N,N,,6,Islam,0,0
rmm,Roma,L,1,1,4,N,2440,1,N,,,,N,N,,1,Christianity,60,5
rgn,Romagnol,N,,,,N,,2,Y,,,1865-2005,N,N,,,,,
rmx,Romam,L,1,1,1,Y,450,1,N,,,,N,Y,,4,Ethnic Religions,5,0
rmn,"Romani, Balkan",L,18,18,2,N,1543000,3,N,,2008,1912-1937,Y,Y,1360,1,Christianity,66.03,1.62
rml,"Romani, Baltic",L,4,4,4,N,50100,4,N,2014,2001,1933-1996,N,N,,1,Christianity,59.51,2.06
rmc,"Romani, Carpathian",L,7,7,2,N,465000,3,N,,2014,1936-1996,Y,Y,992,1,Christianity,51.34,1.08
rmf,"Romani, Kalo Finnish",L,2,2,5,N,15600,2,N,,,1971,N,N,,1,Christianity,83.01,20.6
rmo,"Romani, Sinte",L,15,15,4,N,216000,3,N,,2010,1875-2007,Y,Y,,1,Christianity,67.96,2.34
rmu,"Romani, Tavringer",N,,,,N,,0,Y,,,,N,N,,,,,
rmy,"Romani, Vlax",L,32,32,4,N,1144000,3,N,,1984-1995,1930-1991,Y,Y,1361,1,Christianity,63.04,4.28
rmw,"Romani, Welsh",N,,,,N,,1,N,,,,N,N,,,,,
ron,Romanian,L,65,47,4,N,23571000,4,N,1688-1989,1648-1993,1561-1993,Y,Y,126,1,Christianity,91.94,4.99
rms,Romanian Sign Language,L,1,1,,N,,1,N,,,,Y,N,,,,,
ruo,"Romanian, Istro",L,2,2,2,N,2620,0,Y,,,,N,N,,1,Christianity,91.42,0.5
ruq,"Romanian, Megleno",L,2,2,2,N,5080,0,Y,,,,N,N,,1,Christianity,91.33,0.21
rge,Romano-Greek,N,,,,N,,1,N,,,,N,N,,,,,
rsb,Romano-Serbian,L,1,1,2,N,104000,1,N,,,,N,N,,1,Christianity,65,0.4
roh,Romansch,L,2,2,2,N,65000,4,Y,1679-1953,1560-1954,1562-1964,N,Y,,1,Christianity,92.74,0.67
rol,Romblomanon,L,1,1,5,N,103000,2,N,,,1992-2011,Y,Y,,1,Christianity,98,11
rof,Rombo,L,1,1,,N,,1,N,,,,N,N,,,,,
rmk,Romkun,L,1,1,5,N,870,0,Y,,,,N,N,,1,Christianity,90,15
cla,Ron,L,1,1,4,N,207000,2,N,,,2009-2012,Y,Y,,4,Ethnic Religions,30,4
rng,Ronga,L,2,2,5,N,1064000,4,N,1923,1903-2011,1896-1905,Y,N,,1,Christianity,80,20.98
ror,Rongga,L,1,1,1,Y,4780,1,N,,,,N,N,,6,Islam,5,0.5
rnp,Rongpo,L,,,,N,,1,N,,,,N,N,,,,,
roe,Ronji,L,1,1,5,N,620,1,N,,,,N,N,,1,Christianity,95,16
rnn,Roon,L,1,1,4,N,1530,1,N,,,,N,Y,,4,Ethnic Religions,15,5
rga,Roria,L,1,1,5,N,100,1,N,,,,N,N,,4,Ethnic Religions,45,16
roo,Rotokas,L,1,1,5,N,8890,3,N,,1982,1969,N,Y,1185,1,Christianity,98,18
rtm,Rotuman,L,1,1,5,N,11100,4,N,1999,1870-1930,1867-1928,N,Y,,1,Christianity,98,17
rug,Roviana,L,1,1,5,N,14500,3,N,,1953-1995,1916-1990,Y,Y,,1,Christianity,99,33
rdb,Rudbari,L,1,1,1,Y,530,1,N,,,,N,Y,,6,Islam,0,0
rui,Rufiji,L,1,1,3,N,463000,0,Y,,,,N,Y,,6,Islam,9,1.5
ruh,Ruga,N,,,,N,,0,Y,,,,N,N,,,,,
dru,Rukai,L,2,2,4,N,16600,3,N,,2001,Yes,N,Y,,1,Christianity,54.16,6.94
ruz,Ruma,L,1,1,4,N,13100,1,N,,,,N,Y,,4,Ethnic Religions,10,5
klq,Rumu,L,1,1,5,N,2260,2,N,,,1965-1993,Y,Y,,1,Christianity,95,26
run,Rundi,L,9,8,5,N,12391000,4,Y,1967,2010,1920-1986,Y,Y,,1,Christianity,93.91,27.41
rou,Runga,L,2,2,1,Y,90100,1,N,,,,N,N,,6,Islam,0,0
drg,Rungus,L,1,1,4,N,60400,3,N,,1981,1961-1990,N,Y,,1,Christianity,65,5
rnw,Rungwa,L,1,1,2,N,41600,1,N,,,,N,N,,1,Christianity,74,0.1
rus,Russian,L,77,70,2,N,135019000,4,N,1680-2011,1821-1991,1815-1993,Y,Y,143,1,Christianity,64.91,1.23
rsl,Russian Sign Language,L,2,2,,N,,1,N,,,,Y,N,,,,,
rue,Rusyn,L,7,7,4,N,580000,0,Y,,,,N,Y,,1,Christianity,85.44,3.56
rut,Rutul,L,2,2,1,Y,48100,2,N,,,2004,N,N,,6,Islam,0,0
ruc,Ruuli,L,1,1,5,N,239000,1,N,,,,Y,N,,1,Christianity,92,24
rnd,Ruund,L,2,2,5,N,425000,4,Y,2008-2009,1933-1996,1914-1972,Y,Y,,1,Christianity,98.27,18.86
rwk,Rwa,L,1,1,5,N,208000,1,N,,,,N,Y,,1,Christianity,94,18
sax,Sa,L,1,1,5,N,3470,1,N,,,,N,Y,,1,Christianity,100,48
apb,Sa'a,L,1,1,5,N,16900,3,N,,1910-2005,1896-1995,N,Y,,1,Christianity,90,35
snv,Sa'ban,L,2,2,5,N,2620,2,N,,,1969,N,Y,,1,Christianity,70,12.13
scq,Sa'och,N,1,1,1,Y,470,0,Y,,,,N,N,,4,Ethnic Religions,1,0.4
sav,Saafi-Saafi,L,1,1,3,N,241000,1,N,,,,N,Y,,6,Islam,20,0.02
raq,Saam,N,3,,1,Y,510,0,Y,,,,N,N,,8,Other / Small,0,
sia,"Saami, Akkala",N,,,,N,,1,N,,,,N,N,,,,,
smn,"Saami, Inari",L,1,1,5,N,750,2,N,,,1903-1980,N,Y,,1,Christianity,95,11
sjd,"Saami, Kildin",N,2,2,4,N,480,1,N,,,,N,N,,1,Christianity,68.68,2.26
smj,"Saami, Lule",L,2,2,4,N,8500,3,N,,1903-2003,Yes,N,N,,1,Christianity,94.85,5.42
sme,"Saami, North",L,3,3,4,N,41100,4,Y,1895,1840-1998,1838-1954,N,Y,,1,Christianity,94.91,7.96
sje,"Saami, Pite",N,1,1,4,N,1990,0,Y,,,,N,N,,1,Christianity,94,6
sms,"Saami, Skolt",L,2,2,4,N,860,2,N,,,1878-1988,N,N,,1,Christianity,92.11,6.42
sma,"Saami, South",L,2,2,4,N,1390,2,N,,,Yes,N,N,,1,Christianity,94.51,6.51
sjt,"Saami, Ter",N,1,1,2,N,380,0,Y,,,,N,N,,1,Christianity,60,1
sju,"Saami, Ume",N,1,1,4,N,990,4,Y,1811,1755,1648-1881,N,N,,1,Christianity,94,6
lsm,Saamia,L,2,2,5,N,718000,3,N,,2011,1904-1968,N,Y,,1,Christianity,95,34.61
sxr,Saaroa,N,1,1,1,Y,300,0,Y,,,,N,N,,8,Other / Small,0,0
saa,Saba,L,1,1,1,Y,2950,1,N,,,,N,Y,,6,Islam,0.3,0.2
sae,Sabane,N,1,1,2,N,190,0,Y,,,,N,N,,1,Christianity,80,1
spy,Sabaot,L,1,1,5,N,283000,4,N,2012,1998,1987-1993,Y,Y,454,1,Christianity,90,40
sbo,Sabum,N,,,,N,,1,N,,,,N,N,,,,,
sck,Sadri,L,82,,1,Y,940000,3,N,,1931-1986,1907-1919,Y,Y,,5,Hinduism,1.45,
sdr,"Sadri, Oraon",L,8,,3,N,179000,3,Y,,2003,Yes,N,Y,,5,Hinduism,8.79,
skb,Saek,L,2,2,1,Y,24800,0,Y,,,,N,Y,,2,Buddhism,0,0
spd,Saep,L,1,1,2,N,760,1,N,,,,N,N,,1,Christianity,55,1
saf,Safaliba,L,1,1,4,N,8410,2,N,,,2003,N,Y,,6,Islam,10,4
apz,Safeyoka,L,1,1,5,N,3730,3,N,,1989,1971-1977,N,Y,957,1,Christianity,98,26
sbk,Safwa,L,1,1,4,N,365000,2,N,,,2011-2012,N,Y,,4,Ethnic Religions,29,6
sbm,Sagala,L,1,1,5,N,183000,0,Y,,,,N,N,,4,Ethnic Religions,15,11
tga,Sagalla,L,1,1,5,N,316000,3,N,,1994,1892-1994,N,Y,,4,Ethnic Religions,37,24
ssy,Saho,L,2,2,3,N,254000,2,N,,,1964,N,Y,,6,Islam,40.58,0.31
saj,Sahu,L,1,1,4,N,11600,2,N,,,2002-2007,Y,N,,1,Christianity,65,5
acf,Saint Lucian Creole French,L,9,8,5,N,374000,3,N,,1999,1894-1992,N,Y,510,1,Christianity,95.45,15.04
xsy,Saisiyat,L,1,1,5,N,5270,0,Y,,,,N,Y,,1,Christianity,68,11
sjb,Sajau Basap,L,1,1,3,N,10500,0,Y,,,,N,Y,,4,Ethnic Religions,25,2
sch,Sakachep,L,1,,3,N,1000,2,N,,,2002,N,Y,,1,Christianity,53,
sku,Sakao,L,1,1,5,N,5560,2,N,,,1905-1949,N,Y,,1,Christianity,95,40
quv,Sakapulteko,L,1,1,4,N,19500,2,N,,,1980,N,Y,,1,Christianity,95,7
skt,Sakata,L,1,1,5,N,204000,2,N,,,1932-1951,Y,Y,,1,Christianity,99,23
sak,Sake,N,1,1,4,N,11600,1,N,,,,N,N,,1,Christianity,80,6
skf,Sakirabia,N,1,1,1,Y,110,0,Y,,,,N,N,,4,Ethnic Religions,0,0
shq,Sala,L,1,1,5,N,46100,1,N,,,,N,Y,,4,Ethnic Religions,45,11
slx,Salampasu,L,1,1,4,N,190000,2,N,,,1938,N,Y,,1,Christianity,100,5
slr,Salar,L,1,1,1,Y,146000,1,N,,,,N,Y,,6,Islam,0.02,0
sgu,Salas,N,1,1,4,N,90,0,Y,,,,N,N,,1,Christianity,55,10
sau,Saleman,L,1,1,1,Y,7120,0,Y,,,,N,Y,,6,Islam,5,1
sbe,Saliba,L,1,1,5,N,3240,2,N,,,2007,N,Y,,1,Christianity,95,24
slc,Saliba,L,2,2,4,N,1770,0,Y,,,,N,Y,,1,Christianity,55.19,4.61
sln,Salinan,N,,,,N,,1,N,,,,N,N,,,,,
slh,"Salish, Southern Puget Sound",L,1,1,4,N,2930,0,Y,,,,N,N,,1,Christianity,65,4
str,"Salish, Straits",N,2,2,5,N,19400,0,Y,,,,N,N,,1,Christianity,86.65,16.94
sdz,Sallands,L,,,,N,,0,Y,,,,N,N,,,,,
sll,Salt-Yui,L,1,1,5,N,16200,3,N,,1978,1967,N,N,1193,1,Christianity,98,14
loe,Saluan,L,2,1,4,N,137000,4,Y,2002,,,Y,Y,,6,Islam,11.1,6.91
slj,Saluma,N,1,1,3,N,320,1,N,,,,N,N,,4,Ethnic Religions,20,1
esn,Salvadoran Sign Language,L,1,1,,N,,1,N,,,,N,N,,,,,
snx,Sam,L,1,1,5,N,1170,1,N,,,,N,N,,1,Christianity,96,22
smd,Sama,L,1,1,4,N,45100,1,N,,,,N,N,,1,Christianity,65,3
sse,"Sama, Balangingih",L,2,2,1,Y,98000,2,N,,,1979-2009,Y,Y,,6,Islam,0,0
sml,"Sama, Central",L,2,2,1,Y,142000,3,N,,1987-2008,1966-2008,Y,Y,,4,Ethnic Religions,4.45,1.79
slm,"Sama, Pangutaran",L,1,1,1,Y,47800,3,N,,1994,1979-1986,N,N,,6,Islam,2,0.5
ssb,"Sama, Southern",L,2,2,1,Y,252000,2,N,,,1979-2009,Y,Y,,6,Islam,0,0
smp,Samaritan,N,1,1,1,Y,980,4,N,1853,,1632-1965,N,N,,4,Ethnic Religions,0,0
sam,Samaritan Aramaic,N,,,,N,,1,N,,,,N,N,,,,,
tmj,Samarokena,L,1,1,4,N,680,1,N,,,,N,N,,1,Christianity,70,5
ysd,Samatao,N,1,1,1,Y,2880,0,Y,,,,N,N,,4,Ethnic Religions,0,0
syx,Samay,L,1,1,4,N,1220,0,,,,,N,N,,1,Christianity,65,6
smx,Samba,L,1,1,4,N,6720,1,N,,,,N,N,,1,Christianity,99,4
ccg,Samba Daka,L,2,2,4,N,196000,2,N,,,1933,Y,Y,,4,Ethnic Religions,19.7,5.73
ndi,Samba Leko,L,2,2,4,N,145000,3,N,,2001,Yes,Y,Y,1118,4,Ethnic Religions,29.99,5.6
xsb,Sambal,L,1,1,4,N,95200,3,N,,1999-2000,1938-1979,N,Y,1318,1,Christianity,90,9
sbl,"Sambal, Botolan",L,1,1,4,N,44700,3,N,,1982,1966-1974,N,Y,1343,4,Ethnic Religions,7,3.5
spv,Sambalpuri,L,3,,1,Y,15100,1,N,,,,Y,N,,5,Hinduism,0,
xab,Sambe,N,,,,N,,0,Y,,,,N,N,,,,,
ssx,Samberigi,L,1,1,5,N,25900,3,N,,1993,1978-1993,N,Y,,1,Christianity,99,27
saq,Samburu,L,3,1,5,N,315000,2,N,,,2012,Y,Y,,4,Ethnic Religions,26.82,10.64
smh,Samei,N,1,1,1,Y,21800,0,Y,,,,N,Y,,4,Ethnic Religions,1.2,1.1
smq,Samo,L,1,1,5,N,1310,2,N,,,1980-2007,N,Y,,1,Christianity,97,27
stj,"Samo, Matya",L,2,2,4,N,191000,1,N,,,,N,Y,,4,Ethnic Religions,19.93,8.67
sym,"Samo, Maya",L,1,1,4,N,61200,1,N,,,,N,Y,,4,Ethnic Religions,20,9.5
sbd,"Samo, Southern",L,1,1,4,N,141000,3,N,,1995,1964-1991,Y,Y,,4,Ethnic Religions,20,9.5
smo,Samoan,L,6,6,5,N,501000,4,N,1855-1970,1846-1982,1836-1847,Y,Y,599,1,Christianity,96.96,18.37
sgs,Samogitian,L,,,,N,,1,N,,,,N,N,,,,,
swm,Samosa,L,1,1,5,N,130,0,Y,,,,N,N,,1,Christianity,100,15
rav,Sampang,L,4,,1,Y,18300,3,N,,2008,Yes,N,Y,,8,Other / Small,0.65,
sxm,Samre,N,,,,N,,1,N,,,,N,N,,,,,
stu,Samtao,L,4,4,4,N,15700,1,N,,,,N,N,,2,Buddhism,4.95,3.82
smv,Samvedi,L,,,,N,,0,Y,,,,N,N,,,,,
scf,San Miguel Creole French,N,,,,N,,0,Y,,,,N,N,,,,,
spn,Sanapana,L,1,1,4,N,7450,2,N,,,1994–2010,N,Y,,1,Christianity,95,4
sad,Sandawe,L,1,1,4,N,63300,2,N,,,2006-2012,N,Y,,4,Ethnic Religions,15,5
sng,Sanga,L,1,1,5,N,895000,4,Y,1928-1994,1904-1988,1903-1985,Y,Y,,1,Christianity,100,23
xsn,Sanga,L,1,1,1,Y,32600,1,N,,,,N,Y,,4,Ethnic Religions,0.5,0
scg,Sanggau,L,1,1,4,N,121000,1,N,,,,N,Y,,1,Christianity,55,7
snl,Sangil,L,1,1,1,Y,9080,2,N,,,1981-2007,Y,Y,,6,Islam,2,0.1
sxn,Sangir,L,4,2,5,N,482000,3,N,,1883-1994,1875-1999,Y,Y,,1,Christianity,68.19,11.85
sgr,Sangisari,L,1,1,1,Y,40300,1,N,,,,N,Y,,6,Islam,0,0
sgk,Sangkong,L,1,1,1,Y,2050,0,Y,,,,N,N,,4,Ethnic Religions,5,2
sgy,Sanglechi,L,2,2,1,Y,4030,1,N,,,,N,Y,,6,Islam,0,0
sag,Sango,L,5,5,5,N,631000,4,N,1992-1999,1935-1993,1927-1993,Y,Y,1285,1,Christianity,88.25,40.85
snj,"Sango, Riverain",L,1,1,5,N,43600,0,Y,,,,N,N,,1,Christianity,88,49
sbp,Sangu,L,1,1,5,N,173000,2,N,,,2010-2011,N,Y,,4,Ethnic Religions,47,12
snq,Sangu,L,1,1,4,N,43600,2,N,,,1943-1959,N,Y,,1,Christianity,95,8
ysn,Sani,L,12,1,1,Y,389000,1,N,,,,N,Y,,4,Ethnic Religions,2.07,0.22
ysy,Sanie,N,1,1,1,Y,8560,0,Y,,,,N,N,,4,Ethnic Religions,0.5,0.38
sny,Saniyo-Hiyewe,L,1,1,5,N,1740,3,N,,2005,1983-1984,N,Y,1210,1,Christianity,85,30
ssi,Sansi,L,5,,1,Y,16500,1,N,,,,N,Y,,6,Islam,0.12,
san,Sanskrit,L,39,,1,Y,5270,4,N,1822,1808-1851,1811-1893,N,Y,,5,Hinduism,0,
sat,Santhali,L,196,,2,N,7687000,4,N,1914-2005,1887-1962,1868-1989,Y,Y,,5,Hinduism,4.28,
xsu,Sanuma,L,3,2,4,N,2720,3,N,,2007,Yes,Y,Y,,4,Ethnic Religions,27.96,9.25
cri,Saotomense,L,2,2,4,N,183000,1,N,,,,N,N,,1,Christianity,85.1,4.1
spr,Saparua,N,1,1,4,N,15500,0,Y,,,,N,N,,6,Islam,10,4
spc,Sape,N,,,,N,,2,Y,,,Yes,N,N,,,,,
krn,Sapo,L,1,1,4,N,46100,2,N,,,1956,N,Y,,4,Ethnic Religions,30,4
sps,Saposa,L,1,1,5,N,2270,3,N,,2001,1985-1987,N,Y,1271,1,Christianity,97,26
spu,Sapuan,L,1,1,1,Y,5170,0,Y,,,,N,Y,,4,Ethnic Religions,0,0
mwm,Sar,L,1,1,4,N,405000,3,N,,1972-1986,1950,Y,Y,446,1,Christianity,65,4
sbz,Sara Kaba,L,1,1,5,N,19800,1,N,,,,N,Y,,4,Ethnic Religions,47,19
skr,Saraiki,L,314,,1,Y,13640000,3,N,,1819,1898,Y,Y,,6,Islam,0.2,
srm,Saramaccan,L,3,2,3,N,35500,3,N,,1991-2009,1974-2000,Y,Y,272,4,Ethnic Religions,16.76,0.78
zsa,Sarasira,L,1,1,5,N,890,1,N,,,,N,N,,1,Christianity,95,25
sro,"Sardinian, Campidanese",L,1,1,2,N,511000,2,Y,,,1860-1900,N,Y,,1,Christianity,80,1.1
sdn,"Sardinian, Gallurese",L,1,1,2,N,107000,2,Y,,,1861-1862,N,Y,,1,Christianity,80,0.8
src,"Sardinian, Logudorese",L,1,1,2,N,534000,2,Y,,,1858-1861,N,Y,,1,Christianity,80,1
sdc,"Sardinian, Sassarese",L,1,1,2,N,107000,2,Y,,,1863-1866,N,N,,1,Christianity,80,0.75
asj,Sari,L,1,1,2,N,11200,1,N,,,,N,N,,1,Christianity,70,2
srh,Sarikoli,L,1,1,1,Y,43000,1,N,,,,N,N,,6,Islam,0,0
sdf,Sarli,L,1,1,1,Y,27700,1,N,,,,N,N,,6,Islam,0.3,0.05
srs,Sarsi,N,1,1,4,N,920,0,Y,,,,N,N,,1,Christianity,93,10
onp,Sartang,L,,,,N,,1,N,,,,N,Y,,,,,
swy,Sarua,L,1,1,1,Y,4860,1,N,,,,N,N,,6,Islam,0.4,0.3
sdu,Sarudu,L,1,1,4,N,5830,1,N,,,,N,N,,6,Islam,5,5
sra,Saruga,L,1,1,5,N,300,0,Y,,,,N,N,,1,Christianity,100,19
sas,Sasak,L,1,1,1,Y,3214000,3,N,,2007,1948,Y,Y,,6,Islam,0,0
sxs,Sasaru,L,1,1,4,N,20100,1,N,,,,N,N,,4,Ethnic Religions,25,9
stw,Satawalese,L,1,1,4,N,450,1,N,,,,N,N,,1,Christianity,100,6
mav,Satere-Mawe,L,1,1,5,N,10700,3,N,,1986,1968,N,Y,619,1,Christianity,70,40
stq,Saterfriesisch,L,1,1,2,N,990,0,Y,,,,N,N,,1,Christianity,80,1.5
sdl,Saudi Arabian Sign Language,L,1,1,,N,,1,N,,,,N,N,,,,,
saz,Saurashtra,L,37,,1,Y,309000,3,N,,2001,1978-1988,Y,Y,,5,Hinduism,0,
srt,Sauri,L,1,1,4,N,160,1,N,,,,N,N,,1,Christianity,70,3
mjt,Sauria Paharia,L,1,,3,N,2170,3,N,,1999,1881-1994,N,Y,,5,Hinduism,9.14,
sao,Sause,L,1,1,4,N,410,1,N,,,,N,Y,,1,Christianity,75,7
ssj,Sausi,L,1,1,5,N,120,0,Y,,,,N,N,,1,Christianity,95,25
sdg,Savi,L,1,1,1,Y,4190,0,Y,,,,N,Y,,6,Islam,0,0
svs,Savosavo,L,1,1,5,N,3560,1,N,,,,N,Y,,1,Christianity,91,26
szw,Sawai,L,1,1,3,N,15500,2,Y,,,1994-2005,N,N,,6,Islam,12,1.16
swr,Saweru,L,1,1,4,N,420,0,Y,,,,N,Y,,1,Christianity,65,4
saw,Sawi,N,1,1,4,N,4890,3,N,,1973-1994,1970-1994,N,Y,,1,Christianity,85,5
swt,Sawila,L,1,1,4,N,3980,1,N,,,,N,N,,1,Christianity,45,4
frs,"Saxon, East Frisian Low",L,1,1,2,N,1990,0,Y,,,,N,N,,1,Christianity,72,2
nds,"Saxon, Low",L,1,1,4,N,990,4,Y,1478-1534,1915-1984,1475-2000,N,Y,,1,Christianity,75,2.2
sxu,"Saxon, Upper",L,1,1,2,N,1997000,2,Y,,,1996,N,N,,1,Christianity,70,1.8
say,Saya,L,1,1,4,N,315000,1,N,,,,Y,Y,,4,Ethnic Religions,22,3.5
