"ROL4","Dialect","DialectGerman","ROL3","ROPAL","Source","EditName","EditDate"
14055,"Mbibji",,"nfu",,"GRN / ROD","BM",4/1/2010 0:00:00
14056,"Upper August River",,"mpt",,"GRN / ROD","BM",4/1/2010 0:00:00
14057,"Usage",,"mpt","mpt02","GRN / ROD","BM",4/1/2010 0:00:00
14061,"Northern Micmac",,"mic",,"GRN / ROD","BM",4/1/2010 0:00:00
14062,"Southern Micmac",,"mic",,"GRN / ROD","BM",4/1/2010 0:00:00
14064,"Kaageddi",,"mei",,"GRN / ROD","BM",4/1/2010 0:00:00
14065,"Shelkota",,"mei",,"GRN / ROD","BM",4/1/2010 0:00:00
14066,"Urrti",,"mei",,"GRN / ROD","BM",4/1/2010 0:00:00
14067,"Dambiya",,"mmy",,"GRN / ROD","BM",4/1/2010 0:00:00
14068,"Doga",,"mmy",,"GRN / ROD","BM",4/1/2010 0:00:00
14069,"Gamiya",,"mmy",,"GRN / ROD","BM",4/1/2010 0:00:00
14072,"Central Migabac",,"mpp",,"GRN / ROD","BM",4/1/2010 0:00:00
14073,"North Migabac",,"mpp",,"GRN / ROD","BM",4/1/2010 0:00:00
14074,"South Migabac",,"mpp","mpp02","GRN / ROD","BM",4/1/2010 0:00:00
14076,"Hitchiti",,"mik",,"GRN / ROD","BM",4/1/2010 0:00:00
14078,"Milikin",,"lkj",,"GRN / ROD","BM",4/1/2010 0:00:00
14080,"Mimi",,"amj",,"GRN / ROD","BM",4/1/2010 0:00:00
14081,"Mina [india]",,"myi",,"GRN / ROD","BM",4/1/2010 0:00:00
14082,"Gamdugun",,"hna",,"GRN / ROD","BM",4/1/2010 0:00:00
14083,"Jingjing",,"hna",,"GRN / ROD","BM",4/1/2010 0:00:00
14084,"Agam",,"min",,"GRN / ROD","BM",4/1/2010 0:00:00
14085,"Batu Sangkar-Pariangan",,"min",,"GRN / ROD","BM",4/1/2010 0:00:00
14086,"Kerinci-Minangkabau",,"min","min09","GRN / ROD","BM",4/1/2010 0:00:00
14087,"Orang Mamak",,"min","min07","GRN / ROD","BM",4/1/2010 0:00:00
14088,"Pajokumbuh",,"min",,"GRN / ROD","BM",4/1/2010 0:00:00
14089,"Si Junjung",,"min",,"GRN / ROD","BM",4/1/2010 0:00:00
14090,"Singkarak",,"min",,"GRN / ROD","BM",4/1/2010 0:00:00
14091,"Tanah",,"min",,"GRN / ROD","BM",4/1/2010 0:00:00
14092,"Ulu",,"min",,"GRN / ROD","BM",4/1/2010 0:00:00
14095,"Mini",,"mgj",,"GRN / ROD","BM",4/1/2010 0:00:00
14096,"Minigir",,"vmg",,"GRN / ROD","BM",4/1/2010 0:00:00
14100,"Miranda Do Douro",,"mwl",,"GRN / ROD","BM",4/1/2010 0:00:00
14101,"Mire",,"mvh",,"GRN / ROD","BM",4/1/2010 0:00:00
14103,"Doka",,"mjs",,"GRN / ROD","BM",4/1/2010 0:00:00
14104,"Nasikwabw",,"mpx",,"GRN / ROD","BM",4/1/2010 0:00:00
14105,"Tewatewa",,"mpx","mpx02","GRN / ROD","BM",4/1/2010 0:00:00
14106,"Baymuna",,"miq",,"GRN / ROD","BM",4/1/2010 0:00:00
14107,"Cabo",,"miq",,"GRN / ROD","BM",4/1/2010 0:00:00
14108,"Honduran Mískito",,"miq",,"GRN / ROD","BM",4/1/2010 0:00:00
14109,"Tawira",,"miq",,"GRN / ROD","BM",4/1/2010 0:00:00
14110,"Wanki",,"miq","miq04","GRN / ROD","BM",4/1/2010 0:00:00
14129,"Yosoñama",,"xtn",,"GRN / ROD","BM",4/1/2010 0:00:00
14131,"Demshin",,"mkf",,"GRN / ROD","BM",4/1/2010 0:00:00
14132,"Faishang",,"mkf",,"GRN / ROD","BM",4/1/2010 0:00:00
14133,"Federe",,"mkf",,"GRN / ROD","BM",4/1/2010 0:00:00
14134,"Fursum",,"mkf",,"GRN / ROD","BM",4/1/2010 0:00:00
14135,"Gala",,"mkf",,"GRN / ROD","BM",4/1/2010 0:00:00
14137,"Irabu-jima",,"mvi",,"GRN / ROD","BM",4/1/2010 0:00:00
14138,"Miyako-jima",,"mvi",,"GRN / ROD","BM",4/1/2010 0:00:00
14139,"Tarama-minna",,"mvi","mvi04","GRN / ROD","BM",4/1/2010 0:00:00
14145,"Central",,"cmo",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
14146,"Biat",,"cmo",,"GRN / ROD","BM",4/1/2010 0:00:00
14147,"Bu Dang",,"cmo",,"GRN / ROD","BM",4/1/2010 0:00:00
14148,"Bu Nar",,"cmo",,"GRN / ROD","BM",4/1/2010 0:00:00
14149,"Bu Rung",,"cmo",,"GRN / ROD","BM",4/1/2010 0:00:00
14150,"Dih Bri",,"cmo",,"GRN / ROD","BM",4/1/2010 0:00:00
14151,"Préh",,"cmo",,"GRN / ROD","BM",4/1/2010 0:00:00
14152,"Preh",,"cmo",,"GRN / ROD","BM",4/1/2010 0:00:00
14153,"Chil",,"mng",,"GRN / ROD","BM",4/1/2010 0:00:00
14154,"Mnong Kwanh",,"mng",,"GRN / ROD","BM",4/1/2010 0:00:00
14155,"Mnong Rolom",,"mng",,"GRN / ROD","BM",4/1/2010 0:00:00
14157,"Bunong",,"mnn",,"GRN / ROD","BM",4/1/2010 0:00:00
14158,"Prang",,"mnn",,"GRN / ROD","BM",4/1/2010 0:00:00
14159,"Natchaba",,"mfq","mfq01","GRN / ROD","BM",4/1/2010 0:00:00
14161,"Fierozzo",,"mhn",,"GRN / ROD","BM",4/1/2010 0:00:00
14162,"Frassilongo",,"mhn",,"GRN / ROD","BM",4/1/2010 0:00:00
14163,"Palú",,"mhn",,"GRN / ROD","BM",4/1/2010 0:00:00
14166,"Benehes",,"mxd",,"GRN / ROD","BM",4/1/2010 0:00:00
14167,"Kelingan",,"mxd",,"GRN / ROD","BM",4/1/2010 0:00:00
14168,"Liah Bing",,"mxd",,"GRN / ROD","BM",4/1/2010 0:00:00
14169,"Long Bento'",,"mxd",,"GRN / ROD","BM",4/1/2010 0:00:00
14170,"Long Glat",,"mxd",,"GRN / ROD","BM",4/1/2010 0:00:00
14171,"Nahes",,"mxd",,"GRN / ROD","BM",4/1/2010 0:00:00
14173,"North Modole",,"mqo",,"GRN / ROD","BM",4/1/2010 0:00:00
14174,"South Modole",,"mqo",,"GRN / ROD","BM",4/1/2010 0:00:00
14176,"Douroun",,"mfk",,"GRN / ROD","BM",4/1/2010 0:00:00
14177,"Wazan",,"mfk",,"GRN / ROD","BM",4/1/2010 0:00:00
14179,"Dimeo",,"mif",,"GRN / ROD","BM",4/1/2010 0:00:00
14180,"Gudur",,"mif",,"GRN / ROD","BM",4/1/2010 0:00:00
14181,"Massagal",,"mif",,"GRN / ROD","BM",4/1/2010 0:00:00
14182,"Mokong",,"mif",,"GRN / ROD","BM",4/1/2010 0:00:00
14183,"Njeleng",,"mif",,"GRN / ROD","BM",4/1/2010 0:00:00
14185,"Karez-i-mulla",,"mhj",,"GRN / ROD","BM",4/1/2010 0:00:00
14186,"Kundur",,"mhj",,"GRN / ROD","BM",4/1/2010 0:00:00
14188,"Jegu",,"mou",,"GRN / ROD","BM",4/1/2010 0:00:00
14189,"Koffa",,"mou",,"GRN / ROD","BM",4/1/2010 0:00:00
14190,"Mogum Déle",,"mou",,"GRN / ROD","BM",4/1/2010 0:00:00
14191,"Mogum Diguimi",,"mou",,"GRN / ROD","BM",4/1/2010 0:00:00
14192,"Mogum Urmi",,"mou","mou07","GRN / ROD","BM",4/1/2010 0:00:00
14197,"Kalaktang",,"kkf",,"GRN / ROD","BM",4/1/2010 0:00:00
14198,"Kishpignag",,"lsh",,"GRN / ROD","BM",4/1/2010 0:00:00
14200,"Tawang",,"twm",,"GRN / ROD","BM",4/1/2010 0:00:00
14202,"Dirang",,"tsj",,"GRN / ROD","BM",4/1/2010 0:00:00
14206,"Ja-it",,"mwt",,"GRN / ROD","BM",4/1/2010 0:00:00
14207,"L'be",,"mwt",,"GRN / ROD","BM",4/1/2010 0:00:00
14214,"Ai'alu",,"mox",,"GRN / ROD","BM",4/1/2010 0:00:00
14215,"Tala'ai",,"mox",,"GRN / ROD","BM",4/1/2010 0:00:00
14216,"Tosila'ai",,"mox",,"GRN / ROD","BM",4/1/2010 0:00:00
14219,"Momi",,"ver",,"GRN / ROD","BM",4/1/2010 0:00:00
14224,"Mataban-moulmein",,"mnw",,"GRN / ROD","BM",4/1/2010 0:00:00
14225,"Pegu",,"mnw",,"GRN / ROD","BM",4/1/2010 0:00:00
14226,"Ye",,"mnw",,"GRN / ROD","BM",4/1/2010 0:00:00
14230,"Dariganga",,"khk","khk02","GRN / ROD","BM",4/1/2010 0:00:00
14231,"Halh",,"khk","khk01","GRN / ROD","BM",4/1/2010 0:00:00
14232,"Khotogoit",,"khk",,"GRN / ROD","BM",4/1/2010 0:00:00
14233,"Sartul",,"khk",,"GRN / ROD","BM",4/1/2010 0:00:00
14234,"Tsongol",,"khk",,"GRN / ROD","BM",4/1/2010 0:00:00
14235,"Ujumuchin",,"khk",,"GRN / ROD","BM",4/1/2010 0:00:00
14236,"Urat",,"khk","khk07","GRN / ROD","BM",4/1/2010 0:00:00
14238,"Ejine",,"mvf",,"GRN / ROD","BM",4/1/2010 0:00:00
14239,"Jirim",,"mvf",,"GRN / ROD","BM",4/1/2010 0:00:00
14240,"Jostu",,"mvf",,"GRN / ROD","BM",4/1/2010 0:00:00
14241,"Jo-uda",,"mvf",,"GRN / ROD","BM",4/1/2010 0:00:00
14242,"Ordos",,"mvf",,"GRN / ROD","BM",4/1/2010 0:00:00
14243,"Tumut",,"mvf",,"GRN / ROD","BM",4/1/2010 0:00:00
14244,"Ujumchin",,"mvf",,"GRN / ROD","BM",4/1/2010 0:00:00
14245,"Ulanchab",,"mvf","mvf11","GRN / ROD","BM",4/1/2010 0:00:00
14247,"Dumoga",,"mog",,"GRN / ROD","BM",4/1/2010 0:00:00
14248,"Lolayan",,"mog",,"GRN / ROD","BM",4/1/2010 0:00:00
14249,"Pasi",,"mog",,"GRN / ROD","BM",4/1/2010 0:00:00
14251,"Bukala",,"lol",,"GRN / ROD","BM",4/1/2010 0:00:00
14252,"Kutu",,"lol",,"GRN / ROD","BM",4/1/2010 0:00:00
14253,"Longo",,"lol",,"GRN / ROD","BM",4/1/2010 0:00:00
14254,"Longombe",,"lol",,"GRN / ROD","BM",4/1/2010 0:00:00
14255,"Ntomba-bikoro",,"lol",,"GRN / ROD","BM",4/1/2010 0:00:00
14256,"Ntomba-inongo",,"lol",,"GRN / ROD","BM",4/1/2010 0:00:00
14257,"Panga",,"lol",,"GRN / ROD","BM",4/1/2010 0:00:00
14258,"Wangata",,"lol",,"GRN / ROD","BM",4/1/2010 0:00:00
14259,"Awembak",,"mnz",,"GRN / ROD","BM",4/1/2010 0:00:00
14261,"Monachi",,"mnr",,"GRN / ROD","BM",4/1/2010 0:00:00
14262,"Galaba",,"mnh",,"GRN / ROD","BM",4/1/2010 0:00:00
14263,"Kaga",,"mnh",,"GRN / ROD","BM",4/1/2010 0:00:00
14264,"Mpaka",,"mnh",,"GRN / ROD","BM",4/1/2010 0:00:00
14266,"Eastern Montagnais",,"moe",,"GRN / ROD","BM",4/1/2010 0:00:00
14267,"Baltap-lalin",,"mtl",,"GRN / ROD","BM",4/1/2010 0:00:00
14270,"Ouapadoupou",,"mos",,"GRN / ROD","BM",4/1/2010 0:00:00
14271,"Saremdé",,"mos",,"GRN / ROD","BM",4/1/2010 0:00:00
14272,"Taolendé",,"mos",,"GRN / ROD","BM",4/1/2010 0:00:00
14273,"Yaadré",,"mos",,"GRN / ROD","BM",4/1/2010 0:00:00
14274,"Yaande",,"mos",,"GRN / ROD","BM",4/1/2010 0:00:00
14275,"Yanga",,"mos","mos05","GRN / ROD","BM",4/1/2010 0:00:00
14282,"Aikoa",,"mzq",,"GRN / ROD","BM",4/1/2010 0:00:00
14284,"Karonsie",,"xmz",,"GRN / ROD","BM",4/1/2010 0:00:00
14285,"Nahina",,"xmz",,"GRN / ROD","BM",4/1/2010 0:00:00
14286,"Petasia",,"xmz",,"GRN / ROD","BM",4/1/2010 0:00:00
14287,"Soroako",,"xmz",,"GRN / ROD","BM",4/1/2010 0:00:00
14288,"Tambe'e",,"xmz",,"GRN / ROD","BM",4/1/2010 0:00:00
14289,"Rodrigues Creole","Rodrigues Kreolisch","mfe","mfe01","GRN / ROD","BM",4/1/2010 0:00:00
14290,"Laiyen",,"mor",,"GRN / ROD","BM",4/1/2010 0:00:00
14291,"Nderre",,"mor",,"GRN / ROD","BM",4/1/2010 0:00:00
14292,"Nubwa",,"mor",,"GRN / ROD","BM",4/1/2010 0:00:00
14293,"Ulba",,"mor",,"GRN / ROD","BM",4/1/2010 0:00:00
14294,"Umm Gabralla",,"mor",,"GRN / ROD","BM",4/1/2010 0:00:00
14295,"Werria",,"mor","mor09","GRN / ROD","BM",4/1/2010 0:00:00
14296,"Biti",,"mgc",,"GRN / ROD","BM",4/1/2010 0:00:00
14297,"Ma'du",,"mgc",,"GRN / ROD","BM",4/1/2010 0:00:00
14298,"Tokotu'a",,"mqn",,"GRN / ROD","BM",4/1/2010 0:00:00
14299,"Wita Ea",,"mqn",,"GRN / ROD","BM",4/1/2010 0:00:00
14303,"Lower Mortlock",,"mrl",,"GRN / ROD","BM",4/1/2010 0:00:00
14304,"Mid Mortlock",,"mrl",,"GRN / ROD","BM",4/1/2010 0:00:00
14305,"Upper Mortlock",,"mrl",,"GRN / ROD","BM",4/1/2010 0:00:00
14306,"Agi",,"mgd",,"GRN / ROD","BM",4/1/2010 0:00:00
14307,"Andri",,"mgd",,"GRN / ROD","BM",4/1/2010 0:00:00
14308,"'bali'ba",,"mgd",,"GRN / ROD","BM",4/1/2010 0:00:00
14309,"Lakama'di",,"mgd",,"GRN / ROD","BM",4/1/2010 0:00:00
14312,"Vetumboso",,"msn",,"GRN / ROD","BM",4/1/2010 0:00:00
14315,"Volow",,"mlv","mlv01","GRN / ROD","BM",4/1/2010 0:00:00
14316,"Austronesian Hiri Motu",,"hmo",,"GRN / ROD","BM",4/1/2010 0:00:00
14317,"Eastern Motu",,"meu",,"GRN / ROD","BM",4/1/2010 0:00:00
14318,"Western Motu",,"meu","meu01","GRN / ROD","BM",4/1/2010 0:00:00
14320,"Mouk",,"mwh",,"GRN / ROD","BM",4/1/2010 0:00:00
14321,"Tourai",,"mwh","mwh02","GRN / ROD","BM",4/1/2010 0:00:00
14324,"Bodo",,"mpi",,"GRN / ROD","BM",4/1/2010 0:00:00
14325,"Digam",,"mpi",,"GRN / ROD","BM",4/1/2010 0:00:00
14327,"Shoe",,"mpi",,"GRN / ROD","BM",4/1/2010 0:00:00
14328,"Woulki",,"mpi","mpi05","GRN / ROD","BM",4/1/2010 0:00:00
14331,"Bidjuki",,"mcx",,"GRN / ROD","BM",4/1/2010 0:00:00
14332,"Jasoa",,"mcx",,"GRN / ROD","BM",4/1/2010 0:00:00
14333,"Jasua",,"mcx",,"GRN / ROD","BM",4/1/2010 0:00:00
14334,"Mpyemo",,"mcx",,"GRN / ROD","BM",4/1/2010 0:00:00
14335,"Bageto",,"mgg",,"GRN / ROD","BM",4/1/2010 0:00:00
14336,"Kunabembe",,"mgg",,"GRN / ROD","BM",4/1/2010 0:00:00
14337,"Mbobyeng",,"mgg",,"GRN / ROD","BM",4/1/2010 0:00:00
14338,"Menzime",,"mgg",,"GRN / ROD","BM",4/1/2010 0:00:00
14339,"Mpomam",,"mgg",,"GRN / ROD","BM",4/1/2010 0:00:00
14343,"Ajiw",,"akc",,"GRN / ROD","BM",4/1/2010 0:00:00
14344,"Sirir",,"akc",,"GRN / ROD","BM",4/1/2010 0:00:00
14346,"Gawi",,"kqx",,"GRN / ROD","BM",4/1/2010 0:00:00
14347,"Houlouf",,"kqx",,"GRN / ROD","BM",4/1/2010 0:00:00
14348,"Kabe",,"kqx",,"GRN / ROD","BM",4/1/2010 0:00:00
14349,"Kalo",,"kqx",,"GRN / ROD","BM",4/1/2010 0:00:00
14352,"Minjile",,"mub",,"GRN / ROD","BM",4/1/2010 0:00:00
14353,"Iwam-nagalemb",,"aoj",,"GRN / ROD","BM",4/1/2010 0:00:00
14355,"Muko-muko",,"min",,"GRN / ROD","BM",4/1/2010 0:00:00
14357,"Doli",,"moz",,"GRN / ROD","BM",4/1/2010 0:00:00
14358,"Gugiko",,"moz",,"GRN / ROD","BM",4/1/2010 0:00:00
14359,"Mezimko",,"moz",,"GRN / ROD","BM",4/1/2010 0:00:00
14360,"Mokilko",,"moz",,"GRN / ROD","BM",4/1/2010 0:00:00
14361,"Moriko",,"moz",,"GRN / ROD","BM",4/1/2010 0:00:00
14362,"Seginki",,"moz","moz02","GRN / ROD","BM",4/1/2010 0:00:00
14369,"Gnoore",,"mzm",,"GRN / ROD","BM",4/1/2010 0:00:00
14370,"Gola",,"mzm",,"GRN / ROD","BM",4/1/2010 0:00:00
14371,"Gongla",,"mzm",,"GRN / ROD","BM",4/1/2010 0:00:00
14372,"Jalingo",,"mzm",,"GRN / ROD","BM",4/1/2010 0:00:00
14373,"Jeng",,"mzm",,"GRN / ROD","BM",4/1/2010 0:00:00
14374,"Kasaa",,"mzm",,"GRN / ROD","BM",4/1/2010 0:00:00
14375,"Kugong",,"mzm",,"GRN / ROD","BM",4/1/2010 0:00:00
14376,"Kwaji",,"mzm",,"GRN / ROD","BM",4/1/2010 0:00:00
14377,"Mang",,"mzm",,"GRN / ROD","BM",4/1/2010 0:00:00
14378,"Meeka",,"mzm",,"GRN / ROD","BM",4/1/2010 0:00:00
14379,"Nyaaja",,"mzm",,"GRN / ROD","BM",4/1/2010 0:00:00
14380,"Saawa",,"mzm",,"GRN / ROD","BM",4/1/2010 0:00:00
14381,"Sagbee",,"mzm",,"GRN / ROD","BM",4/1/2010 0:00:00
14382,"Shaari",,"mzm",,"GRN / ROD","BM",4/1/2010 0:00:00
14383,"Yakoko",,"mzm",,"GRN / ROD","BM",4/1/2010 0:00:00
14384,"Gumas",,"mnb",,"GRN / ROD","BM",4/1/2010 0:00:00
14385,"Siompu",,"mnb",,"GRN / ROD","BM",4/1/2010 0:00:00
14386,"Standard Muna",,"mnb",,"GRN / ROD","BM",4/1/2010 0:00:00
14387,"Tiworo",,"mnb",,"GRN / ROD","BM",4/1/2010 0:00:00
14388,"Gelama",,"mua",,"GRN / ROD","BM",4/1/2010 0:00:00
14389,"Imbana",,"mua",,"GRN / ROD","BM",4/1/2010 0:00:00
14390,"Kabi",,"mua",,"GRN / ROD","BM",4/1/2010 0:00:00
14391,"Kiziere",,"mua",,"GRN / ROD","BM",4/1/2010 0:00:00
14392,"Bamumbo",,"mnf",,"GRN / ROD","BM",4/1/2010 0:00:00
14393,"Bangang",,"mnf",,"GRN / ROD","BM",4/1/2010 0:00:00
14394,"Banti",,"mnf",,"GRN / ROD","BM",4/1/2010 0:00:00
14395,"Bechati",,"mnf",,"GRN / ROD","BM",4/1/2010 0:00:00
14396,"Besali",,"mnf",,"GRN / ROD","BM",4/1/2010 0:00:00
14397,"Folepi",,"mnf",,"GRN / ROD","BM",4/1/2010 0:00:00
14398,"Iguambo",,"mnf",,"GRN / ROD","BM",4/1/2010 0:00:00
14399,"Nko",,"mnf",,"GRN / ROD","BM",4/1/2010 0:00:00
14402,"Latar",,"unr",,"GRN / ROD","BM",4/1/2010 0:00:00
14403,"Naguri",,"unr",,"GRN / ROD","BM",4/1/2010 0:00:00
14405,"Shatt",,"muh",,"GRN / ROD","BM",4/1/2010 0:00:00
14406,"Bali Nyonga",,"mhk",,"GRN / ROD","BM",4/1/2010 0:00:00
14407,"Nde",,"mhk",,"GRN / ROD","BM",4/1/2010 0:00:00
14408,"Ti",,"mhk",,"GRN / ROD","BM",4/1/2010 0:00:00
14410,"Mungong",,"ncr",,"GRN / ROD","BM",4/1/2010 0:00:00
14413,"Muniwara",,"mwb",,"GRN / ROD","BM",4/1/2010 0:00:00
14414,"Central Munji",,"mnj",,"GRN / ROD","BM",4/1/2010 0:00:00
14415,"Mamalgha Munji",,"mnj",,"GRN / ROD","BM",4/1/2010 0:00:00
14416,"Northern Munji",,"mnj",,"GRN / ROD","BM",4/1/2010 0:00:00
14417,"Southern Munji","Südliches Munji","mnj","mnj03","GRN / ROD","BM",4/1/2010 0:00:00
14418,"Munkip",,"mpv",,"GRN / ROD","BM",4/1/2010 0:00:00
14419,"Ao Tá",,"mtq",,"GRN / ROD","BM",4/1/2010 0:00:00
14420,"Boi Bi",,"mtq",,"GRN / ROD","BM",4/1/2010 0:00:00
14421,"Moi 1",,"mtq",,"GRN / ROD","BM",4/1/2010 0:00:00
14422,"Mol",,"mtq",,"GRN / ROD","BM",4/1/2010 0:00:00
14423,"Mual",,"mtq",,"GRN / ROD","BM",4/1/2010 0:00:00
14424,"Thang",,"mtq",,"GRN / ROD","BM",4/1/2010 0:00:00
14425,"Wang",,"mtq",,"GRN / ROD","BM",4/1/2010 0:00:00
14427,"Lanjoda",,"emu",,"GRN / ROD","BM",4/1/2010 0:00:00
14428,"Raigarh",,"emu",,"GRN / ROD","BM",4/1/2010 0:00:00
14430,"Banchapai",,"mut",,"GRN / ROD","BM",4/1/2010 0:00:00
14431,"Dhanora",,"mut",,"GRN / ROD","BM",4/1/2010 0:00:00
14432,"Sonapal",,"mut",,"GRN / ROD","BM",4/1/2010 0:00:00
14434,"Olam",,"mur","mur01","GRN / ROD","BM",4/1/2010 0:00:00
14435,"Murrinhdiminin",,"mwf",,"GRN / ROD","BM",4/1/2010 0:00:00
14436,"Murrinhkura",,"mwf","mwf01","GRN / ROD","BM",4/1/2010 0:00:00
14442,"Bongor-Jodo-Tagal-Berem-Gunu",,"mse",,"GRN / ROD","BM",4/1/2010 0:00:00
14443,"Jaraw-domo",,"mse",,"GRN / ROD","BM",4/1/2010 0:00:00
14444,"Lew",,"mse",,"GRN / ROD","BM",4/1/2010 0:00:00
14445,"Pe",,"mse","mse01","GRN / ROD","BM",4/1/2010 0:00:00
14446,"Pe-holom-gamé",,"mse",,"GRN / ROD","BM",4/1/2010 0:00:00
14447,"Beege",,"mug",,"GRN / ROD","BM",4/1/2010 0:00:00
14448,"Luggoy",,"mug",,"GRN / ROD","BM",4/1/2010 0:00:00
14449,"Maniling",,"mug",,"GRN / ROD","BM",4/1/2010 0:00:00
14450,"Mpus",,"mug",,"GRN / ROD","BM",4/1/2010 0:00:00
14451,"Muzuk",,"mug",,"GRN / ROD","BM",4/1/2010 0:00:00
14452,"Ngilemong",,"mug",,"GRN / ROD","BM",4/1/2010 0:00:00
14453,"Vulum",,"mug","mug03","GRN / ROD","BM",4/1/2010 0:00:00
14459,"Eastern Mussau",,"emi",,"GRN / ROD","BM",4/1/2010 0:00:00
14460,"Emira",,"emi",,"GRN / ROD","BM",4/1/2010 0:00:00
14461,"Southern Mussau",,"emi",,"GRN / ROD","BM",4/1/2010 0:00:00
14462,"Western Mussau",,"emi","emi03","GRN / ROD","BM",4/1/2010 0:00:00
14467,"Nawyem",,"myw",,"GRN / ROD","BM",4/1/2010 0:00:00
14468,"Yanaba",,"myw","myw05","GRN / ROD","BM",4/1/2010 0:00:00
14470,"Panyam",,"sur","sur02","GRN / ROD","BM",4/1/2010 0:00:00
14471,"Iwa",,"mwn","mwn02","GRN / ROD","BM",4/1/2010 0:00:00
14472,"Tambo",,"mwn","mwn03","GRN / ROD","BM",4/1/2010 0:00:00
14473,"Kisanga",,"wmw",,"GRN / ROD","BM",4/1/2010 0:00:00
14474,"Nkojo",,"wmw",,"GRN / ROD","BM",4/1/2010 0:00:00
14475,"Nsimbwa",,"wmw",,"GRN / ROD","BM",4/1/2010 0:00:00
14477,"Muthambi",,"mws",,"GRN / ROD","BM",4/1/2010 0:00:00
14478,"Mwimbi",,"mws",,"GRN / ROD","BM",4/1/2010 0:00:00
14479,"Ajumba",,"mye",,"GRN / ROD","BM",4/1/2010 0:00:00
14480,"Enenga",,"mye",,"GRN / ROD","BM",4/1/2010 0:00:00
14481,"Galwa",,"mye",,"GRN / ROD","BM",4/1/2010 0:00:00
14482,"Mpongwe",,"mye",,"GRN / ROD","BM",4/1/2010 0:00:00
14483,"Nkomi",,"mye",,"GRN / ROD","BM",4/1/2010 0:00:00
14484,"Orungu",,"mye","mye08","GRN / ROD","BM",4/1/2010 0:00:00
14485,"Naapa",,"nao",,"GRN / ROD","BM",4/1/2010 0:00:00
14486,"Orami",,"nas",,"GRN / ROD","BM",4/1/2010 0:00:00
14487,"Pakia-sideronsi",,"nas",,"GRN / ROD","BM",4/1/2010 0:00:00
14489,"Bilala",,"mne","mne01","GRN / ROD","BM",4/1/2010 0:00:00
14491,"Medogo",,"mne",,"GRN / ROD","BM",4/1/2010 0:00:00
14493,"Nambieb",,"mty",,"GRN / ROD","BM",4/1/2010 0:00:00
14495,"Bangdale",,"ncd",,"GRN / ROD","BM",4/1/2010 0:00:00
14496,"Dimali",,"ncd",,"GRN / ROD","BM",4/1/2010 0:00:00
14497,"Hedangpa",,"ncd",,"GRN / ROD","BM",4/1/2010 0:00:00
14498,"Kharlali",,"ncd",,"GRN / ROD","BM",4/1/2010 0:00:00
14499,"Parali",,"ncd",,"GRN / ROD","BM",4/1/2010 0:00:00
14500,"Rakheli",,"ncd",,"GRN / ROD","BM",4/1/2010 0:00:00
14501,"Fantera",,"nfr",,"GRN / ROD","BM",4/1/2010 0:00:00
14502,"Pantera",,"nfr","nfr01","GRN / ROD","BM",4/1/2010 0:00:00
14504,"Jerbi",,"jbn","jbn03","GRN / ROD","BM",4/1/2010 0:00:00
14505,"Tamezret",,"jbn","jbn02","GRN / ROD","BM",4/1/2010 0:00:00
14506,"Zuara",,"jbn","jbn01","GRN / ROD","BM",4/1/2010 0:00:00
14507,"Chakroma",,"njm",,"GRN / ROD","BM",4/1/2010 0:00:00
14508,"Dzuna",,"njm",,"GRN / ROD","BM",4/1/2010 0:00:00
14509,"Kehena",,"njm",,"GRN / ROD","BM",4/1/2010 0:00:00
14510,"Khonoma",,"njm",,"GRN / ROD","BM",4/1/2010 0:00:00
14511,"Kohima",,"njm",,"GRN / ROD","BM",4/1/2010 0:00:00
14512,"Mima",,"njm",,"GRN / ROD","BM",4/1/2010 0:00:00
14513,"Mozome",,"njm",,"GRN / ROD","BM",4/1/2010 0:00:00
14514,"Nali",,"njm",,"GRN / ROD","BM",4/1/2010 0:00:00
14515,"Tengima",,"njm",,"GRN / ROD","BM",4/1/2010 0:00:00
14516,"Tenyidie",,"njm",,"GRN / ROD","BM",4/1/2010 0:00:00
14517,"Changki",,"njo",,"GRN / ROD","BM",4/1/2010 0:00:00
14518,"Chongli",,"njo",,"GRN / ROD","BM",4/1/2010 0:00:00
14519,"Dordar",,"njo",,"GRN / ROD","BM",4/1/2010 0:00:00
14520,"Longla",,"njo",,"GRN / ROD","BM",4/1/2010 0:00:00
14521,"Mongsen Khari",,"njo",,"GRN / ROD","BM",4/1/2010 0:00:00
14523,"Naga, Kabui",,"nkf",,"GRN / ROD","BM",4/1/2010 0:00:00
14524,"Naga, Khoirao",,"nki",,"GRN / ROD","BM",4/1/2010 0:00:00
14525,"Angphang",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14526,"Changnyu",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14527,"Chen",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14528,"Chingkao",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14529,"Chinglang",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14530,"Choha",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14531,"Gelekidoria",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14532,"Hopao",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
